"Kod";"Nazwa";"Okresy";"Rodzaje transakcji";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2010";29;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2011";25;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2012";33;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2013";27;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2014";64;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2015";27;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2016";26;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2017";110;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2018";39;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2019";72;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2020";32;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2021";108;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2022";27;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2023";40;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2024";41;"szt.";"";
1804000;"Powiat jarosławski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2010";6;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2011";16;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2012";11;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2013";18;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2014";17;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2015";25;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2016";17;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2017";22;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2018";24;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2019";25;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2020";26;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2021";26;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2022";67;"szt.";"";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1805000;"Powiat jasielski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2010";12;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2011";25;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2012";10;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2013";10;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2014";9;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2015";18;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2016";26;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2017";20;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2018";17;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2019";16;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2020";13;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2021";27;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2022";21;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2023";21;"szt.";"";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
1805000;"Powiat jasielski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2010";13;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2011";24;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2012";14;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2013";25;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2014";18;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2015";9;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2016";21;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2017";18;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2018";20;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2019";25;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2020";15;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2021";28;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2022";31;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2023";15;"szt.";"";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
1805000;"Powiat jasielski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2010";10;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2011";10;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2012";22;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2013";19;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2014";10;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2015";22;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2016";21;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2017";18;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2018";15;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2019";15;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2020";14;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2021";19;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2022";20;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2024";20;"szt.";"";
1805000;"Powiat jasielski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2010";0;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2011";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2012";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2013";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2014";0;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2015";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2016";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2017";4;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2018";38;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2019";4;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2020";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2021";5;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2022";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2024";18;"szt.";"";
1806000;"Powiat kolbuszowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2010";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2011";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2012";5;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2013";4;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2014";3;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2015";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2016";3;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2017";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2018";5;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2019";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2020";6;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2021";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2022";5;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2023";4;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2024";3;"szt.";"";
1806000;"Powiat kolbuszowski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2010";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2011";4;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2012";0;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2013";0;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2014";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2015";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2016";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2017";4;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2018";11;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2019";12;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2020";7;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2021";13;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2022";56;"szt.";"";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2010";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2011";0;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2012";0;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2013";0;"szt.";"x";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2014";0;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2015";0;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2016";4;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2017";6;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2018";8;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2019";10;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2020";8;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2021";4;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2022";8;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2023";17;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2024";5;"szt.";"";
1806000;"Powiat kolbuszowski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2010";3;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2011";0;"szt.";"x";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2012";8;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2013";7;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2014";6;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2015";9;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2016";5;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2017";6;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2018";5;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2019";4;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2020";4;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2021";10;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2022";3;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2023";5;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2024";5;"szt.";"";
1807000;"Powiat krośnieński";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2010";0;"szt.";"x";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2011";8;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2012";5;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2013";4;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2014";0;"szt.";"x";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2015";7;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2016";0;"szt.";"x";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2017";6;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2018";5;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2019";10;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2020";5;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2021";4;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2022";3;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2023";44;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2024";13;"szt.";"";
1807000;"Powiat krośnieński";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2010";4;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2011";13;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2012";22;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2013";0;"szt.";"x";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2014";11;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2015";5;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2016";7;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2017";8;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2018";8;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2019";8;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2020";17;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2021";17;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2022";8;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2024";25;"szt.";"";
1807000;"Powiat krośnieński";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2010";3;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2011";7;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2012";9;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2013";3;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2014";6;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2015";3;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2016";5;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2017";27;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2018";7;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2019";8;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2020";6;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2021";5;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2022";3;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2023";10;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2024";8;"szt.";"";
1807000;"Powiat krośnieński";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2010";18;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2011";13;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2012";0;"szt.";"x";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2013";8;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2014";7;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2015";11;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2016";9;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2017";12;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2018";8;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2019";9;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2020";7;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2021";17;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2022";25;"szt.";"";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1808000;"Powiat leżajski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2010";9;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2011";11;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2012";8;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2013";7;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2014";11;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2015";12;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2016";14;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2017";15;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2018";13;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2019";23;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2020";10;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2021";18;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2022";20;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2023";0;"szt.";"x";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2024";18;"szt.";"";
1808000;"Powiat leżajski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2010";13;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2011";7;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2012";10;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2013";14;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2014";14;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2015";13;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2016";12;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2017";11;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2018";20;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2019";23;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2020";14;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2021";14;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2022";15;"szt.";"";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
1808000;"Powiat leżajski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2010";9;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2011";18;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2012";11;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2013";11;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2014";8;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2015";11;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2016";10;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2017";19;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2018";14;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2019";15;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2020";8;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2021";37;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2022";14;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2023";18;"szt.";"";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
1808000;"Powiat leżajski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2010";12;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2011";0;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2012";13;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2013";4;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2014";0;"szt.";"x";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2015";11;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2016";13;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2017";6;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2018";4;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2019";7;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2020";7;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2021";5;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2022";7;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2024";9;"szt.";"";
1809000;"Powiat lubaczowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2010";7;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2011";5;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2012";7;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2013";6;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2014";0;"szt.";"x";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2015";5;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2016";8;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2017";12;"szt.";"";
1809000;"Powiat lubaczowski";"2 kwartał";"ogółem";"2018";13;"szt.";"";
